Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
1.591879250, 1, 0, 1, 1, 1, 1, 0, 0
1.594880000, 1, 0, 1, 0, 1, 1, 0, 0
1.597881500, 0, 0, 1, 0, 1, 1, 0, 0
1.597882000, 0, 1, 1, 0, 1, 1, 0, 0
1.598881250, 0, 1, 1, 1, 1, 1, 0, 0
1.601882000, 0, 1, 1, 0, 1, 1, 0, 0
1.604883750, 0, 0, 1, 0, 1, 1, 0, 0
1.604884250, 0, 0, 0, 0, 1, 1, 0, 0
1.605883250, 0, 0, 0, 1, 1, 1, 0, 0
1.608884000, 0, 0, 0, 0, 1, 1, 0, 0
1.611885500, 1, 0, 0, 0, 1, 1, 0, 0
1.611886000, 1, 1, 0, 0, 1, 1, 0, 0
1.611886250, 1, 1, 1, 0, 1, 1, 0, 0
1.612885250, 1, 1, 1, 1, 1, 1, 0, 0
1.615886250, 1, 1, 1, 0, 1, 1, 0, 0
1.618887000, 1, 1, 1, 0, 1, 1, 0, 1
1.618887750, 1, 0, 1, 0, 1, 1, 0, 1
1.619887250, 1, 0, 1, 1, 1, 1, 0, 1
1.622888250, 1, 0, 1, 0, 1, 1, 0, 1
